year,playerId,playerName,type,rank,playerFullName,playerFirstName,playerLastName,playerUseName,playerInitLastName,teamId,teamAbbrev,teamName,teamShortName,leagueName,leagueId,positionAbbrev,position,primaryPositionAbbrev,plateAppearances,totalBases,leftOnBase,sacBunts,sacFlies,babip,extraBaseHits,hitByPitch,gidp,gidpOpp,numberOfPitches,pitchesPerPlateAppearance,walksPerPlateAppearance,strikeoutsPerPlateAppearance,homeRunsPerPlateAppearance,walksPerStrikeout,iso,reachedOnError,walkOffs,flyOuts,totalSwings,swingAndMisses,ballsInPlay,popOuts,lineOuts,groundOuts,flyHits,popHits,lineHits,groundHits,gamesPlayed,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,rbi,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun
2017,519203,Anthony Rizzo,player,24,Anthony Rizzo,Anthony,Rizzo,Anthony,A Rizzo,112,CHC,Chicago Cubs,Cubs,NL,104,1B,First Base,1B,691,290,272,0,4,.273,67,24,21,128,2723,3.941,.132,.130,.046,1.011,.234,0,1,88,1261,231,486,39,37,166,35,2,87,32,157,164,99,32,3,32,90,91,11,156,.273,572,.392,.507,.899,4,10,.714,21,109,1.01,0,17.88
2017,543807,George Springer,player,25,George Springer,George,Springer,George,G Springer,117,HOU,Houston Astros,Astros,AL,103,CF,Outfielder,RF,629,286,163,0,4,.297,63,11,11,58,2550,4.054,.102,.176,.054,.577,.239,8,1,62,1141,265,441,28,40,156,30,0,69,56,140,130,112,29,0,34,111,64,1,155,.283,548,.367,.522,.889,7,5,.417,11,85,1.20,2,16.12
2018,545361,Mike Trout,player,1,Mike Trout,Michael,Trout,Mike,M Trout,108,LAA,Los Angeles Angels,Angels,AL,103,CF,Outfielder,CF,608,296,139,0,4,.346,67,10,5,68,2543,4.183,.201,.204,.064,.984,.316,3,0,71,956,178,351,25,33,75,46,0,66,35,140,129,101,24,4,39,124,122,25,147,.312,471,.460,.628,1.088,2,24,.923,5,79,0.58,1,12.08
2018,605141,Mookie Betts,player,2,Mookie Betts,Markus,Betts,Mookie,M Betts,111,BOS,Boston Red Sox,Red Sox,AL,103,RF,Outfielder,SS,614,333,142,0,5,.368,84,8,5,63,2582,4.205,.132,.148,.052,.890,.294,5,1,93,920,143,434,33,35,93,44,0,80,56,136,161,129,47,5,32,91,81,8,180,.346,520,.438,.640,1.078,6,30,.833,5,80,0.58,0,16.25
2018,502110,J.D. Martinez,player,3,J.D. Martinez,Julio,Martinez,J.D.,J Martinez,111,BOS,Boston Red Sox,Red Sox,AL,103,DH,Designated Hitter,DH,649,358,216,0,7,.375,82,4,19,99,2519,3.881,.106,.225,.066,.473,.299,7,0,63,1268,357,430,9,44,126,47,0,76,65,150,116,111,37,2,43,146,69,11,188,.330,569,.402,.629,1.031,1,6,.857,19,130,1.09,0,13.23
2018,592885,Christian Yelich,player,4,Christian Yelich,Christian,Yelich,Christian,C Yelich,158,MIL,Milwaukee Brewers,Brewers,NL,104,LF,Outfielder,LF,651,343,220,0,2,.373,77,7,14,98,2532,3.889,.104,.207,.055,.504,.272,6,1,38,1114,256,441,13,34,169,36,0,87,64,147,85,118,34,7,36,135,68,2,187,.326,574,.402,.598,1.000,4,22,.846,14,110,1.99,0,15.94
2018,608070,José Ramírez,player,5,José Ramírez,José,Ramírez,José,J Ramírez,114,CLE,Cleveland Indians,Indians,AL,103,3B,Third Base,3B,698,319,235,0,6,.252,81,8,2,122,3002,4.301,.152,.115,.056,1.325,.282,5,0,107,1156,158,504,58,50,133,50,0,68,38,157,215,110,38,4,39,80,106,15,156,.270,578,.387,.552,.939,6,34,.850,2,105,0.62,0,14.82
2018,571448,Nolan Arenado,player,6,Nolan Arenado,Nolan,Arenado,Nolan,N Arenado,115,COL,Colorado Rockies,Rockies,NL,104,3B,Third Base,3B,673,331,234,1,6,.314,78,3,16,107,2592,3.851,.108,.181,.056,.598,.264,3,0,73,1292,318,475,41,49,137,43,0,77,55,156,163,104,38,2,38,122,73,10,175,.297,590,.374,.561,.935,2,2,.500,16,110,0.84,0,15.53
2018,608324,Alex Bregman,player,7,Alex Bregman,Alexander,Bregman,Alex,A Bregman,117,HOU,Houston Astros,Astros,AL,103,3B,Third Base,3B,705,316,215,0,3,.289,83,12,15,108,2821,4.001,.136,.121,.044,1.129,.246,3,4,97,1047,135,512,52,57,136,39,3,82,46,157,206,105,51,1,31,85,96,2,170,.286,594,.394,.532,.926,4,10,.714,15,103,0.66,0,19.16
2018,502671,Paul Goldschmidt,player,8,Paul Goldschmidt,Paul,Goldschmidt,Paul,P Goldschmidt,109,AZ,Arizona Diamondbacks,D-backs,NL,104,1B,First Base,1B,690,316,231,0,0,.359,73,6,7,85,2905,4.210,.130,.251,.048,.520,.243,9,0,55,1233,326,420,36,36,121,41,1,88,42,158,127,95,35,5,33,173,90,11,172,.290,593,.389,.533,.922,4,7,.636,7,83,0.95,1,17.97
2018,596115,Trevor Story,player,9,Trevor Story,Trevor,Story,Trevor,T Story,115,COL,Colorado Rockies,Rockies,NL,104,SS,Shortstop,SS,656,339,274,0,4,.345,85,7,12,88,2555,3.895,.072,.256,.056,.280,.276,6,1,84,1285,320,434,29,44,103,42,2,79,51,157,157,88,42,6,37,168,47,3,174,.291,598,.348,.567,.915,6,27,.818,12,108,0.66,0,16.16
2018,543685,Anthony Rendon,player,10,Anthony Rendon,Anthony,Rendon,Anthony,A Rendon,120,WSH,Washington Nationals,Nationals,NL,104,3B,Third Base,3B,597,283,230,0,8,.323,70,5,5,103,2365,3.961,.092,.137,.040,.671,.227,2,0,94,1127,157,455,37,53,108,33,2,87,41,136,184,88,44,2,24,82,55,5,163,.308,529,.374,.535,.909,1,2,.667,5,92,0.59,0,22.04
2018,592518,Manny Machado,player,11,Manny Machado,Manuel,Machado,Manny,M Machado,119,LAD,Los Angeles Dodgers,Dodgers,NL,104,SS,Shortstop,3B,709,340,259,0,5,.304,75,2,26,140,2529,3.567,.099,.147,.052,.673,.241,2,0,102,1233,274,533,49,41,153,41,0,87,60,162,192,84,35,3,37,104,70,18,188,.297,632,.367,.538,.905,2,14,.875,26,107,0.80,0,17.08
2018,572761,Matt Carpenter,player,12,Matt Carpenter,Matthew,Carpenter,Matt,M Carpenter,138,STL,St. Louis Cardinals,Cardinals,NL,104,1B,First Base,DH,677,295,174,0,4,.291,78,6,0,60,2853,4.214,.151,.233,.053,.646,.266,2,1,106,1059,257,410,21,44,94,49,1,73,22,156,171,111,42,0,36,158,102,17,145,.257,564,.374,.523,.897,1,4,.800,0,81,0.55,1,15.67
2018,518692,Freddie Freeman,player,13,Freddie Freeman,Frederick,Freeman,Freddie,F Freeman,144,ATL,Atlanta Braves,Braves,NL,104,1B,First Base,1B,707,312,220,0,6,.358,71,7,11,99,2663,3.767,.107,.187,.033,.576,.196,6,0,78,1480,359,492,17,59,147,40,1,115,35,162,154,94,44,4,23,132,76,12,191,.309,618,.388,.505,.893,3,10,.769,11,98,0.95,0,26.87
2018,553993,Eugenio Suárez,player,14,Eugenio Suárez,Eugenio,Suárez,Eugenio,E Suárez,113,CIN,Cincinnati Reds,Reds,NL,104,3B,Third Base,3B,606,277,265,0,6,.322,58,9,20,115,2429,4.008,.106,.234,.056,.451,.243,4,0,78,1085,279,391,13,42,109,42,0,62,45,143,133,79,22,2,34,142,64,7,149,.283,527,.366,.526,.892,1,1,.500,20,104,0.82,0,15.50
2018,542583,Jesús Aguilar,player,15,Jesús Aguilar,Jesús,Aguilar,Jesús,J Aguilar,158,MIL,Milwaukee Brewers,Brewers,NL,104,1B,First Base,1B,566,265,247,0,10,.309,60,6,19,87,2432,4.297,.102,.253,.062,.406,.264,0,2,72,1106,317,359,22,28,102,43,0,66,26,149,122,80,25,0,35,143,58,3,135,.274,492,.352,.539,.891,0,0,.---,19,108,0.84,0,14.06
2018,547180,Bryce Harper,player,16,Bryce Harper,Bryce,Harper,Bryce,B Harper,120,WSH,Washington Nationals,Nationals,NL,104,RF,Outfielder,1B,695,273,211,0,9,.289,68,6,7,75,2877,4.140,.187,.243,.049,.769,.247,3,1,69,1305,412,390,21,39,124,38,0,63,36,159,129,103,34,0,34,169,130,16,137,.249,550,.393,.496,.889,3,13,.813,7,100,0.96,0,16.18
2018,607043,Brandon Nimmo,player,17,Brandon Nimmo,Brandon,Nimmo,Brandon,B Nimmo,121,NYM,New York Mets,Mets,NL,104,RF,Outfielder,LF,535,209,135,0,0,.351,53,22,8,41,2262,4.228,.150,.262,.032,.571,.219,3,1,40,887,236,293,25,16,98,22,0,55,37,140,81,77,28,8,17,140,80,2,114,.263,433,.404,.483,.887,6,9,.600,8,47,1.21,0,25.47
2018,593428,Xander Bogaerts,player,18,Xander Bogaerts,Xander,Bogaerts,Xander,X Bogaerts,111,BOS,Boston Red Sox,Red Sox,AL,103,SS,Shortstop,2B,580,268,215,0,6,.317,71,6,14,79,2363,4.074,.095,.176,.040,.539,.234,9,1,72,1021,215,417,34,30,133,30,0,70,48,136,136,72,45,3,23,102,55,4,148,.288,513,.360,.522,.882,2,8,.800,14,103,0.98,0,22.30
2018,595879,Javier Báez,player,19,Javier Báez,Ednel,Báez,Javier,J Báez,112,CHC,Chicago Cubs,Cubs,NL,104,2B,Second Base,SS,645,336,285,1,4,.347,83,5,10,102,2245,3.481,.045,.259,.053,.174,.264,8,0,55,1295,439,444,30,32,151,43,2,73,58,160,117,101,40,9,34,167,29,8,176,.290,606,.326,.554,.880,9,21,.700,10,111,1.29,0,17.82
2018,501981,Khris Davis,player,20,Khris Davis,Khris,Davis,Khris,K Davis,133,OAK,Oakland Athletics,Athletics,AL,103,DH,Designated Hitter,LF,654,316,267,0,7,.261,77,12,16,91,2514,3.844,.090,.268,.073,.337,.302,2,2,86,1239,418,408,33,34,113,48,1,61,32,151,153,98,28,1,48,175,59,5,142,.247,576,.326,.549,.875,0,0,.---,16,123,0.74,0,12.00
2018,596019,Francisco Lindor,player,21,Francisco Lindor,Francisco,Lindor,Francisco,F Lindor,114,CLE,Cleveland Indians,Indians,AL,103,SS,Shortstop,SS,745,343,191,3,3,.279,82,8,5,72,2920,3.919,.094,.144,.051,.654,.242,5,1,100,1368,241,560,47,58,172,43,1,87,52,158,205,129,42,2,38,107,70,7,183,.277,661,.352,.519,.871,10,25,.714,5,92,0.84,0,17.40
2018,444482,David Peralta,player,22,David Peralta,Senger,Peralta,David,D Peralta,109,AZ,Arizona Diamondbacks,D-backs,NL,104,LF,Outfielder,RF,614,289,182,0,2,.328,60,4,14,85,2272,3.700,.078,.202,.049,.387,.223,4,1,53,1091,259,438,21,40,160,28,1,71,64,146,114,75,25,5,30,124,48,4,164,.293,560,.352,.516,.868,0,4,1.000,14,87,1.40,0,18.67
2018,656305,Matt Chapman,player,23,Matt Chapman,Matt,Chapman,Matt,M Chapman,133,OAK,Oakland Athletics,Athletics,AL,103,3B,Third Base,3B,616,278,202,0,2,.338,72,9,18,87,2544,4.130,.094,.237,.039,.397,.230,2,1,59,1054,249,403,42,36,114,31,1,70,50,145,137,100,42,6,24,146,58,0,152,.278,547,.356,.508,.864,2,1,.333,18,68,0.83,0,22.79
2018,453568,Charlie Blackmon,player,24,Charlie Blackmon,Charles,Blackmon,Charlie,C Blackmon,115,COL,Colorado Rockies,Rockies,NL,104,CF,Outfielder,RF,696,314,165,1,2,.329,67,8,10,70,2724,3.914,.085,.193,.042,.440,.211,3,1,80,1291,263,495,22,47,164,40,0,87,55,156,149,119,31,7,29,134,59,2,182,.291,626,.358,.502,.860,4,12,.750,10,70,1.10,0,21.59
2018,571745,Mitch Haniger,player,25,Mitch Haniger,Mitchell,Haniger,Mitch,M Haniger,136,SEA,Seattle Mariners,Mariners,AL,103,RF,Outfielder,RF,683,294,228,0,7,.336,68,10,8,76,2716,3.977,.102,.217,.038,.473,.208,7,2,79,1135,265,455,29,36,141,31,0,83,56,157,144,90,38,4,26,148,70,4,170,.285,596,.366,.493,.859,2,8,.800,8,93,0.98,0,22.92
2019,592885,Christian Yelich,player,1,Christian Yelich,Christian,Yelich,Christian,C Yelich,158,MIL,Milwaukee Brewers,Brewers,NL,104,RF,Outfielder,LF,580,328,185,0,3,.355,76,8,8,80,2284,3.938,.138,.203,.076,.678,.342,3,2,55,1032,291,374,18,25,115,50,1,65,45,130,98,100,29,3,44,118,80,16,161,.329,489,.429,.671,1.100,2,30,.938,8,97,1.17,0,11.11
2019,545361,Mike Trout,player,2,Mike Trout,Michael,Trout,Mike,M Trout,108,LAA,Los Angeles Angels,Angels,AL,103,CF,Outfielder,CF,600,303,185,0,4,.298,74,16,5,78,2509,4.182,.183,.200,.075,.917,.353,4,0,81,923,177,354,32,34,70,47,0,70,20,134,147,110,27,2,45,120,110,14,137,.291,470,.438,.645,1.083,2,11,.846,5,104,0.48,0,10.44
2019,641355,Cody Bellinger,player,3,Cody Bellinger,Cody,Bellinger,Cody,C Bellinger,119,LAD,Los Angeles Dodgers,Dodgers,NL,104,RF,Outfielder,CF,661,351,238,0,4,.302,84,3,10,106,2688,4.067,.144,.163,.071,.880,.324,4,2,90,1194,281,455,34,57,104,48,0,79,43,156,181,121,34,3,47,108,95,21,170,.305,558,.406,.629,1.035,5,15,.750,10,115,0.57,0,11.87
2019,443558,Nelson Cruz,player,4,Nelson Cruz,Nelson,Cruz,Nelson,N Cruz,142,MIN,Minnesota Twins,Twins,AL,103,DH,Designated Hitter,DH,521,290,170,0,3,.351,67,7,14,78,2114,4.058,.107,.251,.079,.427,.328,3,0,40,977,317,326,25,28,92,41,0,60,40,120,93,81,26,0,41,131,56,8,141,.311,454,.392,.639,1.031,1,0,.000,14,108,0.99,1,11.07
2019,608324,Alex Bregman,player,5,Alex Bregman,Alexander,Bregman,Alex,A Bregman,117,HOU,Houston Astros,Astros,AL,103,3B,Third Base,3B,690,328,224,0,8,.281,80,9,9,106,2915,4.225,.172,.120,.059,1.434,.296,1,0,94,1022,146,479,53,58,110,49,2,71,42,156,205,122,37,2,41,83,119,2,164,.296,554,.423,.592,1.015,1,5,.833,9,112,0.54,0,13.51
2019,543685,Anthony Rendon,player,6,Anthony Rendon,Anthony,Rendon,Anthony,A Rendon,120,WSH,Washington Nationals,Nationals,NL,104,3B,Third Base,3B,646,326,221,0,9,.323,81,12,13,102,2613,4.045,.124,.133,.053,.930,.279,4,1,93,1127,145,468,43,42,116,48,1,85,40,146,178,117,44,3,34,86,80,8,174,.319,545,.412,.598,1.010,1,5,.833,13,126,0.65,0,16.03
2019,606466,Ketel Marte,player,7,Ketel Marte,Ketel,Marte,Ketel,K Marte,109,AZ,Arizona Diamondbacks,D-backs,NL,104,CF,Outfielder,2B,628,337,192,0,2,.342,77,4,7,80,2402,3.825,.084,.137,.051,.616,.264,3,1,77,1141,202,485,28,39,154,38,2,89,58,144,144,97,36,9,32,86,53,2,187,.329,569,.389,.592,.981,2,10,.833,7,92,1.07,0,17.78
2019,543807,George Springer,player,8,George Springer,George,Springer,George,G Springer,117,HOU,Houston Astros,Astros,AL,103,CF,Outfielder,RF,556,283,178,0,4,.305,62,6,12,59,2299,4.135,.121,.203,.070,.593,.299,4,1,54,1011,268,370,22,31,123,36,0,62,42,122,107,96,20,3,39,113,67,1,140,.292,479,.383,.591,.974,2,6,.750,12,96,1.15,0,12.28
2019,571448,Nolan Arenado,player,9,Nolan Arenado,Nolan,Arenado,Nolan,N Arenado,115,COL,Colorado Rockies,Rockies,NL,104,3B,Third Base,3B,662,343,227,0,8,.312,74,4,14,99,2391,3.612,.094,.140,.062,.667,.269,8,1,88,1229,257,503,58,46,126,44,1,81,59,155,192,102,31,2,41,93,62,11,185,.315,588,.379,.583,.962,2,3,.600,14,118,0.66,0,14.34
2019,665742,Juan Soto,player,10,Juan Soto,Juan,Soto,Juan,J Soto,120,WSH,Washington Nationals,Nationals,NL,104,LF,Outfielder,RF,659,297,257,0,6,.312,71,3,11,81,2788,4.231,.164,.200,.052,.818,.266,3,0,74,1136,273,416,15,43,131,38,0,68,47,150,132,110,32,5,34,132,108,3,153,.282,542,.401,.548,.949,1,12,.923,11,110,0.99,0,15.94
2019,624413,Pete Alonso,player,11,Pete Alonso,Peter,Alonso,Pete,P Alonso,121,NYM,New York Mets,Mets,NL,104,1B,First Base,1B,693,348,251,0,3,.280,85,21,13,94,2762,3.986,.104,.264,.076,.393,.323,8,2,69,1288,361,417,31,32,130,49,1,65,40,161,132,103,30,2,53,183,72,6,155,.260,597,.358,.583,.941,0,1,1.000,13,120,0.98,0,11.26
2019,453568,Charlie Blackmon,player,12,Charlie Blackmon,Charles,Blackmon,Charlie,C Blackmon,115,COL,Colorado Rockies,Rockies,NL,104,RF,Outfielder,RF,634,334,149,0,5,.334,81,9,11,66,2362,3.726,.063,.164,.050,.385,.262,5,1,83,1174,230,481,29,41,146,46,1,87,48,140,153,112,42,7,32,104,40,1,182,.314,580,.364,.576,.940,5,2,.286,11,86,0.95,0,18.12
2019,502110,J.D. Martinez,player,12,J.D. Martinez,Julio,Martinez,J.D.,J Martinez,111,BOS,Boston Red Sox,Red Sox,AL,103,DH,Designated Hitter,DH,657,320,226,0,5,.342,71,4,19,89,2463,3.749,.110,.210,.055,.522,.252,6,0,66,1219,325,442,13,52,136,47,0,74,54,146,131,98,33,2,36,138,72,9,175,.304,575,.383,.557,.940,0,2,1.000,19,105,1.04,1,15.97
2019,593428,Xander Bogaerts,player,14,Xander Bogaerts,Xander,Bogaerts,Xander,X Bogaerts,111,BOS,Boston Red Sox,Red Sox,AL,103,SS,Shortstop,2B,698,341,250,0,6,.338,85,2,11,102,2862,4.100,.109,.175,.047,.623,.246,7,0,82,1176,246,498,39,36,151,49,0,81,60,155,157,110,52,0,33,122,76,2,190,.309,614,.384,.555,.939,2,4,.667,11,117,0.96,0,18.61
2019,518692,Freddie Freeman,player,15,Freddie Freeman,Frederick,Freeman,Freddie,F Freeman,144,ATL,Atlanta Braves,Braves,NL,104,1B,First Base,1B,692,328,210,0,2,.318,74,6,17,102,2750,3.974,.126,.184,.055,.685,.255,2,1,79,1427,347,472,17,57,143,49,1,89,37,158,153,113,34,2,38,127,87,11,176,.295,597,.389,.549,.938,3,6,.667,17,121,0.93,0,15.71
2019,605137,Josh Bell,player,16,Josh Bell,Joshua,Bell,Josh,J Bell,134,PIT,Pittsburgh Pirates,Pirates,NL,104,1B,First Base,1B,613,300,217,0,7,.288,77,5,11,79,2442,3.984,.121,.192,.060,.627,.292,2,0,74,1175,297,416,24,26,146,38,2,69,37,143,124,94,37,3,37,118,74,13,146,.277,527,.367,.569,.936,1,0,.000,11,116,1.18,0,14.24
2019,553993,Eugenio Suárez,player,17,Eugenio Suárez,Eugenio,Suárez,Eugenio,E Suárez,113,CIN,Cincinnati Reds,Reds,NL,104,3B,Third Base,3B,662,329,235,0,6,.312,73,11,12,93,2728,4.121,.106,.285,.074,.370,.301,1,0,66,1211,348,392,32,32,106,58,1,62,35,159,130,87,22,2,49,189,70,4,156,.271,575,.358,.572,.930,2,3,.600,12,103,0.82,0,11.74
2019,519203,Anthony Rizzo,player,18,Anthony Rizzo,Anthony,Rizzo,Anthony,A Rizzo,112,CHC,Chicago Cubs,Cubs,NL,104,1B,First Base,1B,613,266,198,0,3,.306,59,27,15,101,2470,4.029,.116,.140,.044,.826,.227,1,0,58,1125,222,429,28,49,144,33,0,76,41,146,135,89,29,3,27,86,71,3,150,.293,512,.405,.520,.925,2,5,.714,15,94,1.07,0,18.96
2019,624585,Jorge Soler,player,19,Jorge Soler,Jorge,Soler,Jorge,J Soler,118,KC,Kansas City Royals,Royals,AL,103,DH,Designated Hitter,RF,679,335,242,0,4,.294,82,10,16,88,2750,4.050,.108,.262,.071,.410,.304,10,0,61,1212,392,415,32,40,126,54,0,64,38,162,133,95,33,1,48,178,73,3,156,.265,589,.354,.569,.923,1,3,.750,16,117,0.95,3,12.27
2019,640457,Austin Meadows,player,20,Austin Meadows,Austin,Meadows,Austin,A Meadows,139,TB,Tampa Bay Rays,Rays,AL,103,RF,Outfielder,LF,591,296,191,0,0,.331,69,7,3,73,2497,4.225,.091,.222,.056,.412,.268,1,0,79,1053,247,399,31,35,100,39,0,75,40,138,145,83,29,7,33,131,54,6,154,.291,530,.364,.558,.922,7,12,.632,3,89,0.69,0,16.06
2019,596115,Trevor Story,player,21,Trevor Story,Trevor,Story,Trevor,T Story,115,COL,Colorado Rockies,Rockies,NL,104,SS,Shortstop,SS,656,326,201,0,3,.361,78,7,3,76,2684,4.091,.088,.265,.053,.333,.260,6,2,76,1288,341,417,34,38,96,41,0,87,45,145,148,111,38,5,35,174,58,0,173,.294,588,.363,.554,.917,8,23,.742,3,85,0.65,0,16.80
2019,646240,Rafael Devers,player,22,Rafael Devers,Rafael,Devers,Rafael,R Devers,111,BOS,Boston Red Sox,Red Sox,AL,103,3B,Third Base,3B,702,359,249,1,2,.339,90,4,8,99,2636,3.755,.068,.170,.046,.403,.244,8,2,75,1447,348,531,35,45,175,46,1,91,63,156,155,129,54,4,32,119,48,7,201,.311,647,.361,.555,.916,8,8,.500,8,115,1.13,0,20.22
2019,605141,Mookie Betts,player,23,Mookie Betts,Markus,Betts,Mookie,M Betts,111,BOS,Boston Red Sox,Red Sox,AL,103,RF,Outfielder,SS,706,313,184,0,9,.309,74,3,11,74,2909,4.120,.137,.143,.041,.960,.229,4,1,109,1115,162,505,41,58,121,45,2,89,40,150,208,135,40,5,29,101,97,6,176,.295,597,.391,.524,.915,3,16,.842,11,80,0.58,0,20.59
2019,643446,Jeff McNeil,player,23,Jeff McNeil,Jeffrey,McNeil,Jeff,J McNeil,121,NYM,New York Mets,Mets,NL,104,LF,Outfielder,2B,567,271,171,0,1,.337,62,21,5,68,2067,3.646,.062,.132,.041,.467,.214,3,0,74,1238,247,436,25,41,134,31,0,75,56,133,140,83,38,1,23,75,35,2,162,.318,510,.384,.531,.915,6,5,.455,5,75,0.96,0,22.17
2019,660162,Yoán Moncada,player,23,Yoán Moncada,Yoán,Moncada,Yoán,Y Moncada,145,CWS,Chicago White Sox,White Sox,AL,103,3B,Third Base,3B,559,280,197,1,3,.406,64,4,1,64,2219,3.970,.072,.275,.045,.260,.233,3,0,48,1050,326,361,17,40,95,34,0,71,56,132,105,83,34,5,25,154,40,2,161,.315,511,.367,.548,.915,3,10,.769,1,79,0.90,0,20.44
2020,665742,Juan Soto,player,1,Juan Soto,Juan,Soto,Juan,J Soto,120,WSH,Washington Nationals,Nationals,NL,104,LF,Outfielder,RF,196,107,54,0,0,.363,27,1,1,29,827,4.219,.209,.143,.066,1.464,.344,3,0,12,298,64,126,3,8,49,15,0,21,18,47,23,39,14,0,13,28,41,12,54,.351,154,.490,.695,1.185,2,6,.750,1,37,2.13,0,11.85
2020,518692,Freddie Freeman,player,2,Freddie Freeman,Frederick,Freeman,Freddie,F Freeman,144,ATL,Atlanta Braves,Braves,NL,104,1B,First Base,1B,262,137,80,0,0,.366,37,3,6,45,1021,3.897,.172,.141,.050,1.216,.299,2,1,30,492,99,177,11,18,45,21,0,39,13,60,59,51,23,1,13,37,45,7,73,.341,214,.462,.640,1.102,0,2,1.000,6,53,0.76,0,16.46
2020,542303,Marcell Ozuna,player,3,Marcell Ozuna,Marcell,Ozuna,Marcell,M Ozuna,144,ATL,Atlanta Braves,Braves,NL,104,DH,Designated Hitter,DH,267,145,112,0,1,.391,32,0,3,35,1074,4.022,.142,.225,.067,.633,.298,0,0,24,497,156,169,15,15,38,20,0,32,25,60,54,38,14,0,18,60,38,3,77,.338,228,.431,.636,1.067,0,0,.---,3,56,0.70,0,12.67
2020,518934,DJ LeMahieu,player,4,DJ LeMahieu,David,LeMahieu,DJ,D LeMahieu,147,NYY,New York Yankees,Yankees,AL,103,2B,Second Base,3B,216,115,61,0,1,.370,22,2,3,20,829,3.838,.083,.097,.046,.857,.226,2,0,16,366,41,175,3,12,73,11,0,33,27,50,31,41,10,2,10,21,18,0,71,.364,195,.421,.590,1.011,0,3,1.000,3,27,2.35,0,19.50
2020,608070,José Ramírez,player,5,José Ramírez,José,Ramírez,José,J Ramírez,114,CLE,Cleveland Indians,Indians,AL,103,3B,Third Base,3B,254,133,92,0,1,.294,34,3,2,37,1146,4.512,.122,.169,.067,.721,.315,3,1,36,475,79,177,27,11,39,16,1,33,14,58,74,45,16,1,17,43,31,0,64,.292,219,.386,.607,.993,3,10,.769,2,46,0.53,0,12.88
2020,642086,Dominic Smith,player,5,Dominic Smith,Dominic,Smith,Dominic,Do Smith,121,NYM,New York Mets,Mets,NL,104,1B,First Base,1B,199,109,92,0,3,.368,32,5,2,35,757,3.804,.070,.226,.050,.311,.299,0,0,16,393,102,135,3,11,49,12,0,37,7,50,30,27,21,1,10,45,14,0,56,.316,177,.377,.616,.993,0,0,.---,2,42,1.63,0,17.70
2020,545361,Mike Trout,player,5,Mike Trout,Michael,Trout,Mike,M Trout,108,LAA,Los Angeles Angels,Angels,AL,103,CF,Outfielder,CF,241,120,86,0,4,.300,28,3,1,40,1023,4.245,.145,.232,.071,.625,.322,2,0,39,375,73,147,13,11,28,18,1,27,10,53,63,41,9,2,17,56,35,4,56,.281,199,.390,.603,.993,1,1,.500,1,46,0.44,0,11.71
2020,443558,Nelson Cruz,player,8,Nelson Cruz,Nelson,Cruz,Nelson,N Cruz,142,MIN,Minnesota Twins,Twins,AL,103,DH,Designated Hitter,DH,214,110,80,0,0,.360,22,4,8,30,846,3.953,.117,.271,.075,.431,.292,1,1,14,403,138,127,7,7,43,13,0,26,17,53,28,33,6,0,16,58,25,5,56,.303,185,.397,.595,.992,0,0,.---,8,33,1.54,0,11.56
2020,547989,José Abreu,player,9,José Abreu,José,Abreu,José,J Abreu,145,CWS,Chicago White Sox,White Sox,AL,103,1B,First Base,1B,262,148,106,0,1,.350,34,3,10,45,1027,3.920,.069,.225,.073,.305,.300,3,0,25,498,150,182,8,12,61,19,0,36,21,60,45,43,15,0,19,59,18,1,76,.317,240,.370,.617,.987,0,0,.---,10,60,1.36,0,12.63
2020,660670,Ronald Acuña Jr.,player,9,Ronald Acuña Jr.,Ronald,Acuña,Ronald,R Acuña Jr.,144,ATL,Atlanta Braves,Braves,NL,104,CF,Outfielder,RF,202,93,56,0,0,.302,25,4,3,17,876,4.337,.188,.297,.069,.633,.331,0,0,17,355,106,100,8,6,29,15,0,18,7,46,31,46,11,0,14,60,38,2,40,.250,160,.406,.581,.987,1,8,.889,3,29,0.94,0,11.43
2020,607208,Trea Turner,player,11,Trea Turner,Trea,Turner,Trea,T Turner,120,WSH,Washington Nationals,Nationals,NL,104,SS,Shortstop,SS,259,137,70,0,2,.353,31,2,5,28,1033,3.988,.085,.139,.046,.611,.253,2,0,35,484,95,199,11,16,59,11,0,37,30,59,62,46,15,4,12,36,22,0,78,.335,233,.394,.588,.982,4,12,.750,5,41,0.95,0,19.42
